	TAFT_P5_180_5_x_30_sec_Rep_1.10_148_1481Hz.c3d	TAFT_P5_180_5_x_30_sec_Rep_2.11_148_1481Hz.c3d	TAFT_P5_180_5_x_30_sec_Rep_3.12_148_1481Hz.c3d	TAFT_P5_180_5_x_30_sec_Rep_4.13_148_1481Hz.c3d	TAFT_P5_3x4_5_x_30_sec_Rep_1.0_148_1481Hz.c3d	TAFT_P5_3x4_5_x_30_sec_Rep_2.1_148_1481Hz.c3d	TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	TAFT_P5_3x4_5_x_30_sec_Rep_4.3_148_1481Hz.c3d	TAFT_P5_3x4_5_x_30_sec_Rep_5.4_148_1481Hz.c3d	TAFT_P5_6x4_5_x_30_sec_Rep_1.5_148_1481Hz.c3d	TAFT_P5_6x4_5_x_30_sec_Rep_2.6_148_1481Hz.c3d	TAFT_P5_6x4_5_x_30_sec_Rep_3.7_148_1481Hz.c3d	TAFT_P5_6x4_5_x_30_sec_Rep_4.8_148_1481Hz.c3d	TAFT_P5_6x4_5_x_30_sec_Rep_5.9_148_1481Hz.c3d
	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z	L SOLEUS: Acc 7.Z
	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION	VELOCITY INTEGRATION
ITEM	X	X	X	X	X	X	X	X	X	X	X	X	X	X
1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	-0.003643	0.000000	0.000000	0.004814	0.000000	-0.003253	-0.008197	0.000000	0.000000	-0.002472	0.000000	0.000000	-0.000260	0.000390
4	-0.010278	0.000000	0.000000	0.013791	0.000000	-0.009237	-0.024329	0.000000	0.000000	-0.006115	0.000000	0.000000	0.000000	0.002602
5	-0.014832	0.000000	0.000000	0.020296	0.000000	-0.014051	-0.040072	0.000000	0.000000	-0.007286	0.000000	0.000000	0.001041	0.007806
6	-0.016783	0.000000	0.000000	0.023288	0.000000	-0.017434	-0.054253	0.000000	0.000000	-0.005985	0.000000	0.000000	0.002212	0.015222
7	-0.016783	0.002602	0.000000	0.023288	-0.000260	-0.018345	-0.066223	0.000000	0.000000	-0.002212	0.000000	0.000000	0.003773	0.023028
8	-0.014832	0.006635	0.000000	0.020686	-0.000781	-0.016003	-0.075850	0.000000	0.000000	0.003903	0.000000	0.000000	0.006115	0.030444
9	-0.008847	0.010148	-0.002862	0.015612	-0.001301	-0.012360	-0.081965	0.000651	-0.005074	0.011969	-0.003383	-0.003253	0.008977	0.037730
10	-0.004163	0.014832	-0.008457	0.008587	-0.001821	-0.009888	-0.084177	0.002862	-0.013010	0.020817	-0.011059	-0.009758	0.011449	0.043845
11	0.000520	0.019646	-0.013140	0.000651	-0.002342	-0.009758	-0.082095	0.005855	-0.015742	0.030184	-0.020426	-0.016133	0.013010	0.047097
12	-0.006635	0.021727	-0.015873	-0.007676	-0.002862	-0.012100	-0.075720	0.008717	-0.013531	0.040202	-0.030704	-0.021337	0.013531	0.047748
13	-0.033046	0.018345	-0.016913	-0.016783	-0.003513	-0.015873	-0.067263	0.011839	-0.009888	0.049309	-0.040462	-0.025500	0.012360	0.046577
14	-0.045016	0.009888	-0.017824	-0.026411	-0.004293	-0.019776	-0.059197	0.015482	-0.008587	0.055554	-0.047878	-0.029403	0.009498	0.042934
15	-0.008587	-0.001171	-0.020166	-0.034738	-0.005074	-0.022898	-0.052041	0.018995	-0.010018	0.058677	-0.051131	-0.032526	0.005464	0.036949
16	0.030054	-0.012620	-0.023679	-0.037600	-0.005855	-0.025240	-0.045016	0.019646	-0.012880	0.059067	-0.055554	-0.035908	0.000000	0.030704
17	0.023809	-0.022898	-0.026411	-0.043845	-0.006505	-0.027322	-0.037600	0.015092	-0.015742	0.057115	-0.061669	-0.040072	-0.007156	0.025891
18	0.020556	-0.031485	-0.028232	-0.055164	-0.007026	-0.029143	-0.030444	0.006505	-0.016913	0.053603	-0.064791	-0.043715	-0.015873	0.022378
19	0.030314	-0.038641	-0.030184	-0.061149	-0.007676	-0.029794	-0.024850	-0.001431	-0.015742	0.048659	-0.070906	-0.046447	-0.025760	0.018865
20	0.034738	-0.044886	-0.032786	-0.066223	-0.008457	-0.028883	-0.021727	-0.003253	-0.013271	0.042414	-0.075200	-0.048398	-0.035908	0.016653
21	0.035648	-0.050870	-0.036169	-0.074549	-0.009237	-0.026411	-0.020686	0.001561	-0.011059	0.035778	-0.063881	-0.049830	-0.045016	0.008717
22	0.028102	-0.056595	-0.040072	-0.087559	-0.010148	-0.021987	-0.020036	0.008457	-0.009888	0.031095	-0.038380	-0.052041	-0.051651	-0.001821
23	0.017174	-0.062059	-0.045146	-0.090422	-0.011189	-0.015222	-0.017694	-0.001821	-0.010148	0.029794	-0.031225	-0.055034	-0.055944	-0.017174
24	0.008847	-0.067263	-0.051911	-0.088210	-0.012100	-0.006245	-0.013271	-0.035778	-0.011709	0.030054	-0.040332	-0.056985	-0.059327	-0.056725
25	0.003383	-0.072077	-0.059457	-0.097317	-0.012750	0.003773	-0.007286	-0.002992	-0.014181	0.030965	-0.043585	-0.058156	-0.062189	-0.096537
26	-0.004033	-0.076501	-0.066613	-0.098878	-0.013401	0.014441	0.001431	0.073118	-0.017304	0.032526	-0.046317	-0.060498	-0.064922	-0.084697
27	-0.011319	-0.080144	-0.074159	-0.093414	-0.014181	0.026411	0.005985	0.100179	-0.021207	0.032526	-0.044625	-0.064661	-0.068044	-0.038771
28	-0.013791	-0.082355	-0.081315	-0.085998	-0.014962	0.039421	0.010538	0.096406	-0.026021	0.029403	-0.039681	-0.069735	-0.071427	-0.036689
29	-0.014962	-0.082225	-0.084697	-0.080144	-0.015873	0.052041	0.021857	0.091072	-0.031615	0.024329	-0.038250	-0.075330	-0.074289	-0.049699
30	-0.018214	-0.079883	-0.081315	-0.083396	-0.016913	0.062580	0.028102	0.091332	-0.037470	0.019125	-0.042934	-0.081705	-0.076501	-0.044625
31	-0.022638	-0.076110	-0.072598	-0.090162	-0.017954	0.070646	0.032916	0.099139	-0.042544	0.014702	-0.050610	-0.088340	-0.077932	-0.035258
32	-0.025240	-0.071427	-0.064011	-0.097187	-0.019125	0.076631	0.049309	0.114231	-0.045796	0.011579	-0.058156	-0.094195	-0.078322	-0.023939
33	-0.026021	-0.066483	-0.058156	-0.103822	-0.020426	0.080144	0.085738	0.119825	-0.047097	0.010148	-0.065962	-0.098878	-0.079363	-0.025891
34	-0.025370	-0.061409	-0.055944	-0.110328	-0.021727	0.080664	0.112019	0.118264	-0.047358	0.010278	-0.075460	-0.101611	-0.081835	-0.033306
35	-0.021987	-0.055424	-0.058677	-0.113320	-0.022898	0.078192	0.109677	0.113190	-0.047097	0.011579	-0.082355	-0.101741	-0.084177	-0.040592
