	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d	G:\My Drive\Adam_G_Thesis\4_Data\Pilot\Raw_data\Raw_EMG_Data\2020.11.16.TAFTPilot\Footswitch_Signals\TAFT_P5_3x4_5_x_30_sec_Rep_3.2_148_1481Hz.c3d
	LEFT FOOT ON	RIGHT FOOT ON	ANALOGTIME	FRAMES	TIME
	EVENT_LABEL	EVENT_LABEL	FRAME_NUMBERS	FRAME_NUMBERS	FRAME_NUMBERS
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	X	X	X	X
740			4.98825	740	4.98825
741			4.995	741	4.995
742			5.00175	742	5.00175
743			5.0085	743	5.0085
744			5.01525	744	5.01525
745			5.022	745	5.022
746			5.02875	746	5.02875
747			5.0355	747	5.0355
748			5.04225	748	5.04225
749			5.049	749	5.049
750			5.05575	750	5.05575
751			5.0625	751	5.0625
752			5.06925	752	5.06925
753			5.076	753	5.076
754			5.08275	754	5.08275
755			5.0895	755	5.0895
756			5.09625	756	5.09625
757			5.103	757	5.103
758			5.10975	758	5.10975
759			5.1165	759	5.1165
760			5.12325	760	5.12325
761			5.13	761	5.13
762			5.13675	762	5.13675
763			5.1435	763	5.1435
764			5.15025	764	5.15025
765			5.157	765	5.157
766			5.16375	766	5.16375
767			5.1705	767	5.1705
768			5.17725	768	5.17725
769			5.184	769	5.184
770			5.19075	770	5.19075
771			5.1975	771	5.1975
772			5.20425	772	5.20425
773			5.211	773	5.211
774			5.21775	774	5.21775
775			5.2245	775	5.2245
776			5.23125	776	5.23125
777			5.238	777	5.238
778			5.24475	778	5.24475
779			5.2515	779	5.2515
780			5.25825	780	5.25825
781			5.265	781	5.265
782			5.27175	782	5.27175
783			5.2785	783	5.2785
784			5.28525	784	5.28525
785			5.292	785	5.292
786			5.29875	786	5.29875
787			5.3055	787	5.3055
788			5.31225	788	5.31225
789			5.319	789	5.319
790			5.32575	790	5.32575
791			5.3325	791	5.3325
792			5.33925	792	5.33925
793			5.346	793	5.346
794			5.35275	794	5.35275
795			5.3595	795	5.3595
796			5.36625	796	5.36625
797			5.373	797	5.373
798			5.37975	798	5.37975
799			5.3865	799	5.3865
800			5.39325	800	5.39325
801			5.4	801	5.4
802			5.40675	802	5.40675
803			5.4135	803	5.4135
804			5.42025	804	5.42025
805			5.427	805	5.427
806			5.43375	806	5.43375
807			5.4405	807	5.4405
808			5.44725	808	5.44725
809			5.454	809	5.454
810			5.46075	810	5.46075
811			5.4675	811	5.4675
812			5.47425	812	5.47425
813			5.481	813	5.481
814			5.48775	814	5.48775
815			5.4945	815	5.4945
816			5.50125	816	5.50125
817			5.508	817	5.508
818			5.51475	818	5.51475
819			5.5215	819	5.5215
820			5.52825	820	5.52825
821			5.535	821	5.535
822			5.54175	822	5.54175
823			5.5485	823	5.5485
824			5.55525	824	5.55525
825			5.562	825	5.562
826			5.56875	826	5.56875
827			5.5755	827	5.5755
828			5.58225	828	5.58225
829			5.589	829	5.589
830			5.59575	830	5.59575
831			5.6025	831	5.6025
832			5.60925	832	5.60925
833			5.616	833	5.616
834			5.62275	834	5.62275
835			5.6295	835	5.6295
836			5.63625	836	5.63625
837			5.643	837	5.643
838			5.64975	838	5.64975
839			5.6565	839	5.6565
840			5.66325	840	5.66325
841			5.67	841	5.67
842			5.67675	842	5.67675
843			5.6835	843	5.6835
844			5.69025	844	5.69025
845			5.697	845	5.697
846			5.70375	846	5.70375
847			5.7105	847	5.7105
848			5.71725	848	5.71725
849			5.724	849	5.724
850			5.73075	850	5.73075
851			5.7375	851	5.7375
852			5.74425	852	5.74425
853			5.751	853	5.751
854			5.75775	854	5.75775
855			5.7645	855	5.7645
856			5.77125	856	5.77125
857			5.778	857	5.778
858			5.78475	858	5.78475
859			5.7915	859	5.7915
860			5.79825	860	5.79825
861			5.805	861	5.805
862			5.81175	862	5.81175
863			5.8185	863	5.8185
864			5.82525	864	5.82525
865			5.832	865	5.832
866			5.83875	866	5.83875
867			5.8455	867	5.8455
868			5.85225	868	5.85225
869			5.859	869	5.859
870			5.86575	870	5.86575
871			5.8725	871	5.8725
872			5.87925	872	5.87925
873			5.886	873	5.886
874			5.89275	874	5.89275
875			5.8995	875	5.8995
876			5.90625	876	5.90625
877			5.913	877	5.913
878			5.91975	878	5.91975
879			5.9265	879	5.9265
880			5.93325	880	5.93325
881			5.94	881	5.94
882			5.94675	882	5.94675
883			5.9535	883	5.9535
884			5.96025	884	5.96025
885			5.967	885	5.967
886			5.97375	886	5.97375
887			5.9805	887	5.9805
888			5.98725	888	5.98725
889			5.994	889	5.994
890			6.00075	890	6.00075
891			6.0075	891	6.0075
892			6.01425	892	6.01425
893			6.021	893	6.021
894			6.02775	894	6.02775
895			6.0345	895	6.0345
896			6.04125	896	6.04125
897			6.048	897	6.048
898			6.05475	898	6.05475
899			6.0615	899	6.0615
900			6.06825	900	6.06825
901			6.075	901	6.075
902			6.08175	902	6.08175
903			6.0885	903	6.0885
904			6.09525	904	6.09525
905			6.102	905	6.102
906			6.10875	906	6.10875
907			6.1155	907	6.1155
908			6.12225	908	6.12225
909			6.129	909	6.129
910			6.13575	910	6.13575
911			6.1425	911	6.1425
912			6.14925	912	6.14925
913			6.156	913	6.156
914			6.16275	914	6.16275
915			6.1695	915	6.1695
916			6.17625	916	6.17625
917			6.183	917	6.183
918			6.18975	918	6.18975
919			6.1965	919	6.1965
920			6.20325	920	6.20325
921			6.21	921	6.21
922			6.21675	922	6.21675
923			6.2235	923	6.2235
924			6.23025	924	6.23025
925			6.237	925	6.237
926			6.24375	926	6.24375
927			6.2505	927	6.2505
928			6.25725	928	6.25725
929			6.264	929	6.264
930			6.27075	930	6.27075
931			6.2775	931	6.2775
932			6.28425	932	6.28425
933			6.291	933	6.291
934			6.29775	934	6.29775
935			6.3045	935	6.3045
936			6.31125	936	6.31125
937			6.318	937	6.318
938			6.32475	938	6.32475
939			6.3315	939	6.3315
940			6.33825	940	6.33825
941			6.345	941	6.345
942			6.35175	942	6.35175
943			6.3585	943	6.3585
944			6.36525	944	6.36525
945			6.372	945	6.372
946			6.37875	946	6.37875
947			6.3855	947	6.3855
948			6.39225	948	6.39225
949			6.399	949	6.399
950			6.40575	950	6.40575
951			6.4125	951	6.4125
952			6.41925	952	6.41925
953			6.426	953	6.426
954			6.43275	954	6.43275
955			6.4395	955	6.4395
956			6.44625	956	6.44625
957			6.453	957	6.453
958			6.45975	958	6.45975
959			6.4665	959	6.4665
960			6.47325	960	6.47325
961			6.48	961	6.48
962			6.48675	962	6.48675
963			6.4935	963	6.4935
964			6.50025	964	6.50025
965			6.507	965	6.507
966			6.51375	966	6.51375
967			6.5205	967	6.5205
968			6.52725	968	6.52725
969			6.534	969	6.534
970			6.54075	970	6.54075
971			6.5475	971	6.5475
972			6.55425	972	6.55425
973			6.561	973	6.561
974			6.56775	974	6.56775
975			6.5745	975	6.5745
976			6.58125	976	6.58125
977			6.588	977	6.588
978			6.59475	978	6.59475
979			6.6015	979	6.6015
980			6.60825	980	6.60825
981			6.615	981	6.615
982			6.62175	982	6.62175
983			6.6285	983	6.6285
984			6.63525	984	6.63525
985			6.642	985	6.642
986			6.64875	986	6.64875
987			6.6555	987	6.6555
988			6.66225	988	6.66225
989			6.669	989	6.669
990			6.67575	990	6.67575
991			6.6825	991	6.6825
992			6.68925	992	6.68925
993			6.696	993	6.696
994			6.70275	994	6.70275
995			6.7095	995	6.7095
996			6.71625	996	6.71625
997			6.723	997	6.723
998			6.72975	998	6.72975
999			6.7365	999	6.7365
1000			6.74325	1000	6.74325
1001			6.75	1001	6.75
1002			6.75675	1002	6.75675
1003			6.7635	1003	6.7635
1004			6.77025	1004	6.77025
1005			6.777	1005	6.777
1006			6.78375	1006	6.78375
1007			6.7905	1007	6.7905
1008			6.79725	1008	6.79725
1009			6.804	1009	6.804
1010			6.81075	1010	6.81075
1011			6.8175	1011	6.8175
1012			6.82425	1012	6.82425
1013			6.831	1013	6.831
1014			6.83775	1014	6.83775
1015			6.8445	1015	6.8445
1016			6.85125	1016	6.85125
1017			6.858	1017	6.858
1018			6.86475	1018	6.86475
1019			6.8715	1019	6.8715
1020			6.87825	1020	6.87825
1021			6.885	1021	6.885
1022			6.89175	1022	6.89175
1023			6.8985	1023	6.8985
1024			6.90525	1024	6.90525
1025			6.912	1025	6.912
1026			6.91875	1026	6.91875
1027			6.9255	1027	6.9255
1028			6.93225	1028	6.93225
1029			6.939	1029	6.939
1030			6.94575	1030	6.94575
1031			6.9525	1031	6.9525
1032			6.95925	1032	6.95925
1033			6.966	1033	6.966
1034			6.97275	1034	6.97275
1035			6.9795	1035	6.9795
1036			6.98625	1036	6.98625
1037			6.993	1037	6.993
1038			6.99975	1038	6.99975
1039			7.0065	1039	7.0065
1040			7.01325	1040	7.01325
1041			7.02	1041	7.02
1042			7.02675	1042	7.02675
1043			7.0335	1043	7.0335
1044			7.04025	1044	7.04025
1045			7.047	1045	7.047
1046			7.05375	1046	7.05375
1047			7.0605	1047	7.0605
1048			7.06725	1048	7.06725
1049			7.074	1049	7.074
1050			7.08075	1050	7.08075
1051			7.0875	1051	7.0875
1052			7.09425	1052	7.09425
1053			7.101	1053	7.101
1054			7.10775	1054	7.10775
1055			7.1145	1055	7.1145
1056			7.12125	1056	7.12125
1057			7.128	1057	7.128
1058			7.13475	1058	7.13475
1059			7.1415	1059	7.1415
1060			7.14825	1060	7.14825
1061			7.155	1061	7.155
1062			7.16175	1062	7.16175
1063			7.1685	1063	7.1685
1064			7.17525	1064	7.17525
1065			7.182	1065	7.182
1066			7.18875	1066	7.18875
1067			7.1955	1067	7.1955
1068			7.20225	1068	7.20225
1069			7.209	1069	7.209
1070			7.21575	1070	7.21575
1071			7.2225	1071	7.2225
1072			7.22925	1072	7.22925
1073			7.236	1073	7.236
1074			7.24275	1074	7.24275
1075			7.2495	1075	7.2495
1076			7.25625	1076	7.25625
1077			7.263	1077	7.263
1078			7.26975	1078	7.26975
1079			7.2765	1079	7.2765
1080			7.28325	1080	7.28325
1081			7.29	1081	7.29
1082			7.29675	1082	7.29675
1083			7.3035	1083	7.3035
1084			7.31025	1084	7.31025
1085			7.317	1085	7.317
1086			7.32375	1086	7.32375
1087			7.3305	1087	7.3305
1088			7.33725	1088	7.33725
1089			7.344	1089	7.344
1090			7.35075	1090	7.35075
1091			7.3575	1091	7.3575
1092			7.36425	1092	7.36425
1093			7.371	1093	7.371
1094			7.37775	1094	7.37775
1095			7.3845	1095	7.3845
1096			7.39125	1096	7.39125
1097			7.398	1097	7.398
1098			7.40475	1098	7.40475
1099			7.4115	1099	7.4115
1100			7.41825	1100	7.41825
1101			7.425	1101	7.425
1102			7.43175	1102	7.43175
1103			7.4385	1103	7.4385
1104			7.44525	1104	7.44525
1105			7.452	1105	7.452
1106			7.45875	1106	7.45875
1107			7.4655	1107	7.4655
1108			7.47225	1108	7.47225
1109			7.479	1109	7.479
1110			7.48575	1110	7.48575
1111			7.4925	1111	7.4925
1112			7.49925	1112	7.49925
1113			7.506	1113	7.506
1114			7.51275	1114	7.51275
1115			7.5195	1115	7.5195
1116			7.52625	1116	7.52625
1117			7.533	1117	7.533
1118			7.53975	1118	7.53975
1119			7.5465	1119	7.5465
1120			7.55325	1120	7.55325
1121			7.56	1121	7.56
1122			7.56675	1122	7.56675
1123			7.5735	1123	7.5735
1124			7.58025	1124	7.58025
1125			7.587	1125	7.587
1126			7.59375	1126	7.59375
1127			7.6005	1127	7.6005
1128			7.60725	1128	7.60725
1129			7.614	1129	7.614
1130			7.62075	1130	7.62075
1131			7.6275	1131	7.6275
1132			7.63425	1132	7.63425
1133			7.641	1133	7.641
1134			7.64775	1134	7.64775
1135			7.6545	1135	7.6545
1136			7.66125	1136	7.66125
1137			7.668	1137	7.668
1138			7.67475	1138	7.67475
1139			7.6815	1139	7.6815
1140			7.68825	1140	7.68825
1141			7.695	1141	7.695
1142			7.70175	1142	7.70175
1143			7.7085	1143	7.7085
1144			7.71525	1144	7.71525
1145			7.722	1145	7.722
1146			7.72875	1146	7.72875
1147			7.7355	1147	7.7355
1148			7.74225	1148	7.74225
1149			7.749	1149	7.749
1150			7.75575	1150	7.75575
1151			7.7625	1151	7.7625
1152			7.76925	1152	7.76925
1153			7.776	1153	7.776
1154			7.78275	1154	7.78275
1155			7.7895	1155	7.7895
1156			7.79625	1156	7.79625
1157			7.803	1157	7.803
1158			7.80975	1158	7.80975
1159			7.8165	1159	7.8165
1160			7.82325	1160	7.82325
1161			7.83	1161	7.83
1162			7.83675	1162	7.83675
1163			7.8435	1163	7.8435
1164			7.85025	1164	7.85025
1165			7.857	1165	7.857
1166			7.86375	1166	7.86375
1167			7.8705	1167	7.8705
1168			7.87725	1168	7.87725
1169			7.884	1169	7.884
1170			7.89075	1170	7.89075
1171			7.8975	1171	7.8975
1172			7.90425	1172	7.90425
1173			7.911	1173	7.911
1174			7.91775	1174	7.91775
1175			7.9245	1175	7.9245
1176			7.93125	1176	7.93125
1177			7.938	1177	7.938
1178			7.94475	1178	7.94475
1179			7.9515	1179	7.9515
1180			7.95825	1180	7.95825
1181			7.965	1181	7.965
1182			7.97175	1182	7.97175
1183			7.9785	1183	7.9785
1184			7.98525	1184	7.98525
1185			7.992	1185	7.992
1186			7.99875	1186	7.99875
1187			8.0055	1187	8.0055
1188			8.01225	1188	8.01225
1189			8.019	1189	8.019
1190			8.02575	1190	8.02575
1191			8.0325	1191	8.0325
1192			8.03925	1192	8.03925
1193			8.046	1193	8.046
1194			8.05275	1194	8.05275
1195			8.0595	1195	8.0595
1196			8.06625	1196	8.06625
1197			8.073	1197	8.073
1198			8.07975	1198	8.07975
1199			8.0865	1199	8.0865
1200			8.09325	1200	8.09325
1201			8.1	1201	8.1
1202			8.10675	1202	8.10675
1203			8.1135	1203	8.1135
1204			8.12025	1204	8.12025
1205			8.127	1205	8.127
1206			8.13375	1206	8.13375
1207			8.1405	1207	8.1405
1208			8.14725	1208	8.14725
1209			8.154	1209	8.154
1210			8.16075	1210	8.16075
1211			8.1675	1211	8.1675
1212			8.17425	1212	8.17425
1213			8.181	1213	8.181
1214			8.18775	1214	8.18775
1215			8.1945	1215	8.1945
1216			8.20125	1216	8.20125
1217			8.208	1217	8.208
1218			8.21475	1218	8.21475
1219			8.2215	1219	8.2215
1220			8.228251	1220	8.228251
1221			8.235	1221	8.235
1222			8.24175	1222	8.24175
1223			8.2485	1223	8.2485
1224			8.25525	1224	8.25525
1225			8.262	1225	8.262
1226			8.26875	1226	8.26875
1227			8.2755	1227	8.2755
1228			8.28225	1228	8.28225
1229			8.289	1229	8.289
1230			8.29575	1230	8.29575
1231			8.3025	1231	8.3025
1232			8.30925	1232	8.30925
1233			8.316	1233	8.316
1234			8.32275	1234	8.32275
1235			8.3295	1235	8.3295
1236			8.33625	1236	8.33625
1237			8.343	1237	8.343
1238			8.34975	1238	8.34975
1239			8.3565	1239	8.3565
1240			8.36325	1240	8.36325
1241			8.37	1241	8.37
1242			8.37675	1242	8.37675
1243			8.3835	1243	8.3835
1244			8.39025	1244	8.39025
1245			8.397	1245	8.397
1246			8.40375	1246	8.40375
1247			8.4105	1247	8.4105
1248			8.41725	1248	8.41725
1249			8.424	1249	8.424
1250			8.43075	1250	8.43075
1251			8.4375	1251	8.4375
1252			8.44425	1252	8.44425
1253			8.451	1253	8.451
1254			8.45775	1254	8.45775
1255			8.4645	1255	8.4645
1256			8.47125	1256	8.47125
1257			8.478	1257	8.478
1258			8.48475	1258	8.48475
1259			8.4915	1259	8.4915
1260			8.49825	1260	8.49825
1261			8.505	1261	8.505
1262			8.51175	1262	8.51175
1263			8.5185	1263	8.5185
1264			8.52525	1264	8.52525
1265			8.532	1265	8.532
1266			8.53875	1266	8.53875
1267			8.5455	1267	8.5455
1268			8.55225	1268	8.55225
1269			8.559	1269	8.559
1270			8.56575	1270	8.56575
1271			8.5725	1271	8.5725
1272			8.57925	1272	8.57925
1273			8.586	1273	8.586
1274			8.59275	1274	8.59275
1275			8.5995	1275	8.5995
1276			8.60625	1276	8.60625
1277			8.613	1277	8.613
1278			8.61975	1278	8.61975
1279			8.6265	1279	8.6265
1280			8.63325	1280	8.63325
1281			8.64	1281	8.64
1282			8.64675	1282	8.64675
1283			8.6535	1283	8.6535
1284			8.66025	1284	8.66025
1285			8.667	1285	8.667
1286			8.67375	1286	8.67375
1287			8.6805	1287	8.6805
1288			8.68725	1288	8.68725
1289			8.694	1289	8.694
1290			8.70075	1290	8.70075
1291			8.7075	1291	8.7075
1292			8.71425	1292	8.71425
1293			8.721	1293	8.721
1294			8.72775	1294	8.72775
1295			8.7345	1295	8.7345
1296			8.74125	1296	8.74125
1297			8.748	1297	8.748
1298			8.75475	1298	8.75475
1299			8.7615	1299	8.7615
1300			8.76825	1300	8.76825
1301			8.775	1301	8.775
1302			8.78175	1302	8.78175
1303			8.7885	1303	8.7885
1304			8.79525	1304	8.79525
1305			8.802	1305	8.802
1306			8.80875	1306	8.80875
1307			8.8155	1307	8.8155
1308			8.82225	1308	8.82225
1309			8.829	1309	8.829
1310			8.83575	1310	8.83575
1311			8.8425	1311	8.8425
1312			8.84925	1312	8.84925
1313			8.856	1313	8.856
1314			8.86275	1314	8.86275
1315			8.8695	1315	8.8695
1316			8.87625	1316	8.87625
1317			8.883	1317	8.883
1318			8.88975	1318	8.88975
1319			8.8965	1319	8.8965
1320			8.90325	1320	8.90325
1321			8.91	1321	8.91
1322			8.91675	1322	8.91675
1323			8.9235	1323	8.9235
1324			8.93025	1324	8.93025
1325			8.937	1325	8.937
1326			8.94375	1326	8.94375
1327			8.9505	1327	8.9505
1328			8.95725	1328	8.95725
1329			8.964	1329	8.964
1330			8.97075	1330	8.97075
1331			8.9775	1331	8.9775
1332			8.98425	1332	8.98425
1333			8.991	1333	8.991
1334			8.99775	1334	8.99775
1335			9.0045	1335	9.0045
1336			9.01125	1336	9.01125
1337			9.018	1337	9.018
1338			9.02475	1338	9.02475
1339			9.0315	1339	9.0315
1340			9.03825	1340	9.03825
1341			9.045	1341	9.045
1342			9.05175	1342	9.05175
1343			9.0585	1343	9.0585
1344			9.06525	1344	9.06525
1345			9.072001	1345	9.072001
1346			9.07875	1346	9.07875
1347			9.0855	1347	9.0855
1348			9.09225	1348	9.09225
1349			9.099	1349	9.099
1350			9.10575	1350	9.10575
1351			9.1125	1351	9.1125
1352			9.11925	1352	9.11925
1353			9.126	1353	9.126
1354			9.132751	1354	9.132751
1355			9.1395	1355	9.1395
1356			9.14625	1356	9.14625
1357			9.153	1357	9.153
1358			9.15975	1358	9.15975
1359			9.1665	1359	9.1665
1360			9.17325	1360	9.17325
1361			9.18	1361	9.18
1362			9.18675	1362	9.18675
1363			9.1935	1363	9.1935
1364			9.20025	1364	9.20025
1365			9.207	1365	9.207
1366			9.21375	1366	9.21375
1367			9.2205	1367	9.2205
1368			9.22725	1368	9.22725
1369			9.234	1369	9.234
1370			9.24075	1370	9.24075
1371			9.2475	1371	9.2475
1372			9.25425	1372	9.25425
1373			9.261	1373	9.261
1374			9.26775	1374	9.26775
1375			9.2745	1375	9.2745
1376			9.28125	1376	9.28125
1377			9.288	1377	9.288
1378			9.29475	1378	9.29475
1379			9.3015	1379	9.3015
1380			9.30825	1380	9.30825
1381			9.315	1381	9.315
1382			9.32175	1382	9.32175
1383			9.3285	1383	9.3285
1384			9.33525	1384	9.33525
1385			9.342	1385	9.342
1386			9.34875	1386	9.34875
1387			9.3555	1387	9.3555
1388			9.36225	1388	9.36225
1389			9.369	1389	9.369
1390			9.37575	1390	9.37575
1391			9.3825	1391	9.3825
1392			9.38925	1392	9.38925
1393			9.396	1393	9.396
1394			9.40275	1394	9.40275
1395			9.4095	1395	9.4095
1396			9.41625	1396	9.41625
1397			9.423	1397	9.423
1398			9.42975	1398	9.42975
1399			9.4365	1399	9.4365
1400			9.44325	1400	9.44325
1401			9.45	1401	9.45
1402			9.45675	1402	9.45675
1403			9.4635	1403	9.4635
1404			9.47025	1404	9.47025
1405			9.477	1405	9.477
1406			9.48375	1406	9.48375
1407			9.4905	1407	9.4905
1408			9.49725	1408	9.49725
1409			9.504	1409	9.504
1410			9.51075	1410	9.51075
1411			9.5175	1411	9.5175
1412			9.52425	1412	9.52425
1413			9.531	1413	9.531
1414			9.53775	1414	9.53775
1415			9.5445	1415	9.5445
1416			9.55125	1416	9.55125
1417			9.558	1417	9.558
1418			9.56475	1418	9.56475
1419			9.5715	1419	9.5715
1420			9.57825	1420	9.57825
1421			9.585	1421	9.585
1422			9.59175	1422	9.59175
1423			9.5985	1423	9.5985
1424			9.60525	1424	9.60525
1425			9.612	1425	9.612
1426			9.61875	1426	9.61875
1427			9.6255	1427	9.6255
1428			9.63225	1428	9.63225
1429			9.639	1429	9.639
1430			9.64575	1430	9.64575
1431			9.6525	1431	9.6525
1432			9.65925	1432	9.65925
1433			9.666	1433	9.666
1434			9.67275	1434	9.67275
1435			9.6795	1435	9.6795
1436			9.68625	1436	9.68625
1437			9.693	1437	9.693
1438			9.69975	1438	9.69975
1439			9.7065	1439	9.7065
1440			9.71325	1440	9.71325
1441			9.72	1441	9.72
1442			9.72675	1442	9.72675
1443			9.7335	1443	9.7335
1444			9.74025	1444	9.74025
1445			9.747	1445	9.747
1446			9.75375	1446	9.75375
1447			9.7605	1447	9.7605
1448			9.76725	1448	9.76725
1449			9.774	1449	9.774
1450			9.78075	1450	9.78075
1451			9.7875	1451	9.7875
1452			9.79425	1452	9.79425
1453			9.801	1453	9.801
1454			9.80775	1454	9.80775
1455			9.8145	1455	9.8145
1456			9.82125	1456	9.82125
1457			9.828	1457	9.828
1458			9.83475	1458	9.83475
1459			9.8415	1459	9.8415
1460			9.84825	1460	9.84825
1461			9.855	1461	9.855
1462			9.86175	1462	9.86175
1463			9.8685	1463	9.8685
1464			9.87525	1464	9.87525
1465			9.882	1465	9.882
1466			9.88875	1466	9.88875
1467			9.8955	1467	9.8955
1468			9.90225	1468	9.90225
1469			9.909	1469	9.909
1470			9.915751	1470	9.915751
1471			9.9225	1471	9.9225
1472			9.92925	1472	9.92925
1473			9.936	1473	9.936
1474			9.94275	1474	9.94275
1475			9.9495	1475	9.9495
1476			9.95625	1476	9.95625
1477			9.963	1477	9.963
1478			9.96975	1478	9.96975
1479			9.976501	1479	9.976501
1480			9.98325	1480	9.98325
1481			9.99	1481	9.99
1482			9.99675	1482	9.99675
1483			10.0035	1483	10.0035
1484			10.01025	1484	10.01025
1485			10.017	1485	10.017
1486			10.02375	1486	10.02375
1487			10.0305	1487	10.0305
1488			10.03725	1488	10.03725
1489			10.044	1489	10.044
1490			10.05075	1490	10.05075
1491			10.0575	1491	10.0575
1492			10.06425	1492	10.06425
1493			10.071	1493	10.071
1494			10.07775	1494	10.07775
1495			10.0845	1495	10.0845
1496			10.09125	1496	10.09125
1497			10.098	1497	10.098
1498			10.10475	1498	10.10475
1499			10.1115	1499	10.1115
1500			10.11825	1500	10.11825
1501			10.125	1501	10.125
1502			10.13175	1502	10.13175
1503			10.1385	1503	10.1385
1504			10.14525	1504	10.14525
1505			10.152	1505	10.152
1506			10.15875	1506	10.15875
1507			10.1655	1507	10.1655
1508			10.17225	1508	10.17225
1509			10.179	1509	10.179
1510			10.18575	1510	10.18575
1511			10.1925	1511	10.1925
1512			10.19925	1512	10.19925
1513			10.206	1513	10.206
1514			10.21275	1514	10.21275
1515			10.2195	1515	10.2195
1516			10.22625	1516	10.22625
1517			10.233	1517	10.233
1518			10.23975	1518	10.23975
1519			10.2465	1519	10.2465
1520			10.25325	1520	10.25325
1521			10.26	1521	10.26
1522			10.26675	1522	10.26675
1523			10.2735	1523	10.2735
1524			10.28025	1524	10.28025
1525			10.287	1525	10.287
1526			10.29375	1526	10.29375
1527			10.3005	1527	10.3005
1528			10.30725	1528	10.30725
1529			10.314	1529	10.314
1530			10.32075	1530	10.32075
1531			10.3275	1531	10.3275
1532			10.33425	1532	10.33425
1533			10.341	1533	10.341
1534			10.34775	1534	10.34775
1535			10.3545	1535	10.3545
1536			10.36125	1536	10.36125
1537			10.368	1537	10.368
1538			10.37475	1538	10.37475
1539			10.3815	1539	10.3815
1540			10.38825	1540	10.38825
1541			10.395	1541	10.395
1542			10.40175	1542	10.40175
1543			10.4085	1543	10.4085
1544			10.41525	1544	10.41525
1545			10.422	1545	10.422
1546			10.42875	1546	10.42875
1547			10.4355	1547	10.4355
1548			10.44225	1548	10.44225
1549			10.449	1549	10.449
1550			10.45575	1550	10.45575
1551			10.4625	1551	10.4625
1552			10.46925	1552	10.46925
1553			10.476	1553	10.476
1554			10.48275	1554	10.48275
1555			10.4895	1555	10.4895
1556			10.49625	1556	10.49625
1557			10.503	1557	10.503
1558			10.50975	1558	10.50975
1559			10.5165	1559	10.5165
1560			10.52325	1560	10.52325
1561			10.53	1561	10.53
1562			10.53675	1562	10.53675
1563			10.5435	1563	10.5435
1564			10.55025	1564	10.55025
1565			10.557	1565	10.557
1566			10.56375	1566	10.56375
1567			10.5705	1567	10.5705
1568			10.57725	1568	10.57725
1569			10.584	1569	10.584
1570			10.59075	1570	10.59075
1571			10.5975	1571	10.5975
1572			10.60425	1572	10.60425
1573			10.611	1573	10.611
1574			10.61775	1574	10.61775
1575			10.6245	1575	10.6245
1576			10.63125	1576	10.63125
1577			10.638	1577	10.638
1578			10.64475	1578	10.64475
1579			10.6515	1579	10.6515
1580			10.65825	1580	10.65825
1581			10.665	1581	10.665
1582			10.67175	1582	10.67175
1583			10.6785	1583	10.6785
1584			10.68525	1584	10.68525
1585			10.692	1585	10.692
1586			10.69875	1586	10.69875
1587			10.7055	1587	10.7055
1588			10.71225	1588	10.71225
1589			10.719	1589	10.719
1590			10.72575	1590	10.72575
1591			10.7325	1591	10.7325
1592			10.73925	1592	10.73925
1593			10.746	1593	10.746
1594			10.75275	1594	10.75275
1595			10.759501	1595	10.759501
1596			10.76625	1596	10.76625
1597			10.773	1597	10.773
1598			10.77975	1598	10.77975
1599			10.7865	1599	10.7865
1600			10.79325	1600	10.79325
1601			10.8	1601	10.8
1602			10.80675	1602	10.80675
1603			10.8135	1603	10.8135
1604			10.820251	1604	10.820251
1605			10.827	1605	10.827
1606			10.83375	1606	10.83375
1607			10.8405	1607	10.8405
1608			10.84725	1608	10.84725
1609			10.854	1609	10.854
1610			10.86075	1610	10.86075
1611			10.8675	1611	10.8675
1612			10.87425	1612	10.87425
1613			10.881	1613	10.881
1614			10.88775	1614	10.88775
1615			10.8945	1615	10.8945
1616			10.90125	1616	10.90125
1617			10.908	1617	10.908
1618			10.91475	1618	10.91475
1619			10.9215	1619	10.9215
1620			10.92825	1620	10.92825
1621			10.935	1621	10.935
1622			10.94175	1622	10.94175
1623			10.9485	1623	10.9485
1624			10.95525	1624	10.95525
1625			10.962	1625	10.962
1626			10.96875	1626	10.96875
1627			10.9755	1627	10.9755
1628			10.98225	1628	10.98225
1629			10.989	1629	10.989
